City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
253,Tuktoyaktuk,CA,69.4541,-133.0374,-32.8,68,20,10.36,few clouds
254,Comines,FR,50.7615,3.0106,48.02,76,100,15.01,overcast clouds
255,Ilulissat,GL,69.2167,-51.1,5.02,51,75,13.8,broken clouds
256,Klaksvik,FO,62.2266,-6.589,34.72,76,61,30.06,light snow
257,Port Lincoln,AU,-34.7333,135.8667,66.94,80,100,15.12,overcast clouds
258,Portland,US,45.5234,-122.6762,50.41,83,75,1.01,broken clouds
259,Looc,PH,12.2605,121.9926,77.16,76,100,14.7,overcast clouds
260,Hurghada,EG,27.2574,33.8129,56.89,55,0,15.43,clear sky
261,Orlik,RU,52.5178,99.825,-1.57,91,97,3.62,overcast clouds
262,Xacmaz,AZ,41.4635,48.806,36.27,81,100,6.11,overcast clouds
263,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,77,74,12.26,broken clouds
264,Taoudenni,ML,22.6783,-3.9836,73.38,9,94,8.77,overcast clouds
265,Santa Cruz,BO,-17.8,-63.1667,71.65,94,100,13.8,overcast clouds
266,Williston,US,48.147,-103.618,45.01,85,100,9.28,overcast clouds
267,Axim,GH,4.8699,-2.2405,80.62,81,3,10.76,clear sky
268,Sumisip,PH,6.4197,121.9714,78.21,83,100,4.47,overcast clouds
269,Shangqiu,CN,34.45,115.65,29.97,34,100,4.41,overcast clouds
270,Egvekinot,RU,66.3167,-179.1667,-10.17,86,10,13.51,clear sky
271,Kiunga,PG,-6.1219,141.2906,72.28,100,100,2.66,overcast clouds
272,Kavaratti,IN,10.5669,72.642,78.69,61,30,9.55,scattered clouds
273,Kariba,ZW,-16.5167,28.8,71.85,79,19,1.99,light rain
274,Oktyabrskiy,RU,54.4815,53.471,20.37,97,100,2.04,light snow
275,Atasu,KZ,48.6814,71.6433,17.89,61,1,19.53,clear sky
276,Sarangani,PH,5.4033,125.4636,81.36,79,64,27.94,broken clouds
277,Tumen,CN,42.9661,129.8425,5.88,71,11,10.36,few clouds
278,Auki,SB,-8.7676,160.7034,79.2,86,57,5.64,broken clouds
279,Coquimbo,CL,-29.9533,-71.3436,69.53,68,20,16.11,few clouds
280,Alcudia,ES,39.8532,3.1214,56.19,80,100,1.25,overcast clouds
281,Shagonar,RU,51.5333,92.8,-20.36,98,92,2.64,overcast clouds
282,Mount Gambier,AU,-37.8333,140.7667,57.31,79,69,6.64,broken clouds
283,Nanakuli,US,21.3906,-158.1547,77.04,76,40,3.44,scattered clouds
284,Karpogory,RU,64.0019,44.4451,3.54,95,52,7.47,broken clouds
285,Cayenne,GF,4.9333,-52.3333,84.24,80,75,5.99,broken clouds
286,Tombouctou,ML,20.0,-3.0,69.26,9,100,7.85,overcast clouds
287,Bubaque,GW,11.2833,-15.8333,78.64,62,0,13.78,clear sky
288,Baruun-Urt,MN,46.6806,113.2792,-1.43,90,12,6.53,few clouds
289,Lebu,CL,-37.6167,-73.65,64.22,68,0,20.09,clear sky
290,Wattegama,LK,6.7989,81.4808,69.15,92,63,5.21,broken clouds
291,Peleduy,RU,59.6289,112.7406,6.69,97,100,4.63,overcast clouds
292,Alugan,PH,12.2188,125.4808,79.81,72,100,16.37,overcast clouds
293,Mezen,RU,65.8522,44.24,9.75,89,100,12.82,overcast clouds
294,Saint Cloud,US,45.5608,-94.1625,16.99,65,100,8.01,overcast clouds
295,Gairo,IT,39.8497,9.5047,45.61,73,100,5.23,overcast clouds
296,Darhan,MN,49.4867,105.9228,-2.83,92,100,6.15,overcast clouds
297,Port Alfred,ZA,-33.5906,26.891,70.34,84,99,25.26,light rain
298,Vila,PT,42.0304,-8.1588,44.33,73,0,4.81,clear sky
299,Lerwick,GB,60.1545,-1.1494,37.4,62,92,37.29,overcast clouds
300,Pau Dos Ferros,BR,-6.1125,-38.2063,93.88,32,87,6.91,overcast clouds
301,Aswan,EG,24.0934,32.907,55.17,44,0,10.98,clear sky
302,Coihaique,CL,-45.5752,-72.0662,70.41,46,75,8.05,broken clouds
303,Riyadh,SA,24.6877,46.7219,55.54,30,0,10.78,clear sky
304,Kalia,BD,23.0396,89.6328,58.96,59,0,4.88,clear sky
305,Tulnici,RO,45.9167,26.6667,37.65,91,53,7.78,broken clouds
306,Solnechnyy,RU,50.7214,136.6319,2.21,98,100,1.25,overcast clouds
307,Araouane,ML,18.9048,-3.5265,70.84,10,100,7.94,overcast clouds
308,Udachnyy,RU,66.4167,112.4,-31.74,100,87,3.22,overcast clouds
309,Yar-Sale,RU,66.8333,70.8333,-11.6,100,78,3.42,broken clouds
310,Kismayo,SO,-0.3582,42.5454,78.4,80,95,11.97,overcast clouds
311,Delta,NG,5.5,6.0,82.49,58,0,7.96,clear sky
312,Myanaung,MM,18.2833,95.3167,70.05,84,1,4.5,clear sky
313,Touros,BR,-5.1989,-35.4608,88.7,58,3,12.84,clear sky
314,Hachinohe,JP,40.5,141.5,23.83,76,87,9.62,overcast clouds
315,Angoram,PG,-4.0625,144.0661,74.5,98,100,2.8,overcast clouds
316,Santiago,CL,-33.4569,-70.6483,92.28,24,0,8.05,clear sky
317,Yumen,CN,40.2833,97.2,15.15,38,100,12.95,overcast clouds
318,Bolobo,CD,-2.1667,16.2333,77.79,72,100,3.09,overcast clouds
319,Ruyigi,BI,-3.45,30.3167,57.94,91,100,3.22,overcast clouds
320,Abha,SA,18.2164,42.5053,55.22,88,0,5.75,clear sky
321,Shingu,JP,33.7333,135.9833,38.91,75,69,8.46,broken clouds
322,Bambous Virieux,MU,-20.3428,57.7575,80.22,89,75,21.85,light rain
323,Rujewa,TZ,-8.7,34.3833,64.2,93,100,2.19,overcast clouds
324,Cukai,MY,4.25,103.4167,80.55,92,100,9.08,overcast clouds
325,Hofn,IS,64.2539,-15.2082,28.76,55,100,9.98,overcast clouds
326,Kijang,KR,35.2442,129.2139,26.33,53,5,18.57,clear sky
327,Cascais,PT,38.6979,-9.4215,56.46,73,20,1.01,few clouds
328,Guantanamo,CU,20.1444,-75.2092,82.47,43,55,7.87,broken clouds
329,Darnah,LY,32.767,22.6367,57.83,66,0,14.07,clear sky
330,Sorland,NO,67.667,12.6934,39.27,76,100,32.26,overcast clouds
331,Brufut,GM,13.3814,-16.7518,84.29,42,0,8.05,clear sky
332,Manjacaze,MZ,-24.7117,33.8828,73.74,86,0,9.64,light rain
333,Kuala Terengganu,MY,5.3302,103.1408,80.55,83,40,6.91,scattered clouds
334,Nanortalik,GL,60.1432,-45.2371,11.75,62,49,20.42,scattered clouds
335,Port Hedland,AU,-20.3167,118.5667,84.25,84,75,4.61,broken clouds
336,Teguldet,RU,57.3064,88.1667,16.39,89,100,7.67,overcast clouds
337,Roosendaal,NL,51.5308,4.4653,46.99,85,100,20.71,overcast clouds
338,Valledupar,CO,10.4631,-73.2532,96.62,22,7,10.78,clear sky
339,Marrakesh,MA,31.6315,-8.0083,69.87,35,40,5.75,scattered clouds
340,Maragogi,BR,-9.0122,-35.2225,82.85,60,100,10.56,overcast clouds
341,Bereda,ES,43.2686,-7.5406,46.92,91,4,4.83,clear sky
342,Zaysan,KZ,47.4667,84.8667,7.05,66,0,6.82,clear sky
343,Mangrol,IN,21.1167,70.1167,66.54,69,0,5.53,clear sky
344,Eislingen,DE,48.6951,9.7068,41.05,75,25,8.77,scattered clouds
345,Nueva Helvecia,UY,-34.3,-57.2333,67.55,59,77,14.23,broken clouds
346,La Roda,ES,39.2167,-2.15,50.4,69,100,6.24,overcast clouds
347,Manggar,ID,-2.8833,108.2667,78.24,86,100,6.89,light rain
348,Bonthe,SL,7.5264,-12.505,80.24,74,91,10.36,overcast clouds
349,Santarem,BR,-2.4431,-54.7083,80.73,89,75,10.36,thunderstorm
350,Budingen,DE,50.3,9.1167,39.85,72,88,13.06,overcast clouds
351,La Ronge,CA,55.1001,-105.2842,-9.15,64,40,6.91,scattered clouds
352,Igarka,RU,67.4667,86.5833,-6.7,99,97,5.28,overcast clouds
353,Samarai,PG,-10.6167,150.6667,79.95,82,100,8.81,overcast clouds
354,Bintulu,MY,3.1667,113.0333,77.41,94,20,3.44,light rain
355,Oum Hadjer,TD,13.2954,19.6966,73.2,15,0,11.18,clear sky
356,Alofi,NU,-19.0595,-169.9187,78.69,94,100,4.61,overcast clouds
357,Berbera,SO,10.4396,45.0143,76.46,59,95,2.01,overcast clouds
358,Nizhnevartovsk,RU,60.9344,76.5531,15.82,92,100,8.95,overcast clouds
359,Joshimath,IN,30.5667,79.5667,34.99,38,1,7.38,clear sky
360,Sola,VU,-13.8833,167.55,82.67,77,100,19.73,overcast clouds
361,Lagoa,PT,39.05,-27.9833,59.0,76,49,18.14,scattered clouds
362,Lake Charles,US,30.2131,-93.2044,48.97,40,0,8.05,clear sky
363,Polis,CY,35.0367,32.4264,51.62,87,0,5.12,clear sky
364,Paita,PE,-5.0892,-81.1144,84.76,64,6,16.13,clear sky
365,Chenzhou,CN,25.8,113.0333,42.62,93,100,2.42,overcast clouds
366,Husavik,IS,66.0449,-17.3389,17.51,96,100,27.11,snow
367,Berlevag,NO,70.8578,29.0864,23.77,84,99,26.44,overcast clouds
368,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.39,96,100,2.06,overcast clouds
369,Kuliyapitiya,LK,7.4688,80.0401,71.73,84,18,5.68,few clouds
370,Ancud,CL,-41.8697,-73.8203,74.23,59,16,7.16,few clouds
371,Umm Lajj,SA,25.0213,37.2685,65.34,60,0,12.75,clear sky
372,Acapulco,MX,16.8634,-99.8901,84.02,65,0,10.36,clear sky
373,Izhma,RU,65.0083,53.9113,-9.36,100,58,3.24,broken clouds
374,Waingapu,ID,-9.6567,120.2641,78.6,88,100,7.11,overcast clouds
375,The Valley,AI,18.217,-63.0578,80.46,83,75,13.8,broken clouds
376,Redmond,US,47.674,-122.1215,48.99,84,100,1.01,overcast clouds
377,Neu-Ulm,DE,48.3928,10.0111,38.73,82,71,8.66,broken clouds
378,Viedma,AR,-40.8135,-62.9967,63.45,48,99,15.37,overcast clouds
379,Matamoros,MX,25.5333,-103.25,50.11,48,0,5.75,clear sky
380,Tilichiki,RU,60.4667,166.1,-1.21,84,27,7.43,scattered clouds
381,Umea,SE,63.8284,20.2597,12.13,100,6,3.44,fog
382,San Ignacio,BZ,17.1561,-89.0714,71.74,94,100,9.22,overcast clouds
383,Kisangani,CD,0.5167,25.2,71.92,86,100,4.18,overcast clouds
384,Pedasi,PA,7.5333,-80.0333,82.42,66,100,13.65,overcast clouds
385,Usak,TR,38.5,29.4167,34.25,52,0,2.35,clear sky
386,Majene,ID,-3.5403,118.9707,77.41,89,93,6.11,light rain
387,Bud,US,39.447,-86.1758,22.84,66,6,1.95,clear sky
388,Nabire,ID,-3.3667,135.4833,75.15,93,98,3.04,overcast clouds
389,San Quintin,MX,30.4833,-115.95,63.14,24,0,5.44,clear sky
390,Gamboma,CG,-1.8764,15.8644,79.74,62,87,3.22,light rain
391,Kinablangan,PH,7.6947,126.5503,77.16,85,32,6.35,scattered clouds
392,Vineland,US,39.4862,-75.0257,32.29,51,20,16.11,few clouds
393,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,6.96,96,100,11.03,light snow
394,Maningrida,AU,-12.0667,134.2667,75.69,85,89,4.76,overcast clouds
395,Broken Hill,AU,-31.95,141.4333,67.53,42,1,10.8,clear sky
396,Borovoy,RU,55.4333,86.0833,11.48,72,0,4.47,clear sky
397,Vao,NC,-22.6667,167.4833,79.84,86,85,8.5,overcast clouds
398,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,11.5,scattered clouds
399,Tautira,PF,-17.7333,-149.15,82.42,72,35,18.52,scattered clouds
400,Banjar,ID,-8.19,114.9675,82.26,89,92,2.89,overcast clouds
401,San Buenaventura,MX,27.0833,-101.5333,48.47,57,0,6.91,clear sky
402,Buala,SB,-8.145,159.5921,80.74,83,91,7.14,overcast clouds
403,Bodaybo,RU,57.8506,114.1933,-7.17,97,99,2.3,overcast clouds
404,Sistranda,NO,63.7256,8.834,34.9,60,100,22.08,light snow
405,Vestmannaeyjar,IS,63.4427,-20.2734,30.31,58,84,6.44,broken clouds
406,Rio Bueno,CL,-40.3167,-72.9667,75.34,27,0,7.09,clear sky
407,Wanning,CN,18.8003,110.3967,65.91,83,97,8.75,overcast clouds
408,Aklavik,CA,68.2191,-135.0107,-31.97,66,40,3.44,scattered clouds
409,Antalaha,MG,-14.9003,50.2788,77.9,78,100,5.41,light rain
410,Keffi,NG,8.8486,7.8736,82.78,14,0,4.43,clear sky
411,Meulaboh,ID,4.1363,96.1285,75.4,88,99,7.78,overcast clouds
412,Hervey Bay,AU,-25.2986,152.8535,66.04,61,63,19.37,light rain
413,Sabang,ID,5.8933,95.3214,81.23,75,100,12.28,overcast clouds
414,Goderich,CA,43.7501,-81.7165,21.9,67,93,8.05,overcast clouds
415,Doha,QA,25.2867,51.5333,64.38,50,0,12.66,clear sky
416,Leshan,CN,29.5623,103.7639,44.17,90,100,6.46,overcast clouds
417,Pontian Kecil,MY,1.4801,103.3899,79.12,93,100,8.75,overcast clouds
418,Poum,NC,-20.2333,164.0167,80.78,72,100,3.04,overcast clouds
419,Rivadavia,AR,-33.1905,-68.4608,64.87,53,100,13.89,overcast clouds
420,Kasongo-Lunda,CD,-6.4667,16.8167,70.61,95,57,1.59,moderate rain
421,Belaya Gora,RU,68.5333,146.4167,-40.32,100,100,0.56,overcast clouds
422,Kaabong,UG,3.4836,34.1492,70.39,45,94,3.06,overcast clouds
423,Krasnozerskoye,RU,53.9828,79.2374,7.02,90,75,8.16,broken clouds
424,Barra Do Garcas,BR,-15.89,-52.2567,91.98,62,40,4.72,scattered clouds
425,Namtsy,RU,62.7161,129.6658,-27.29,100,100,1.86,overcast clouds
426,King City,US,36.2127,-121.126,59.88,36,100,0.36,overcast clouds
427,Helong,CN,42.5397,128.9972,3.97,76,28,8.32,scattered clouds
428,Algarrobo,CO,10.1869,-74.5753,98.94,23,12,2.24,few clouds
429,Noumea,NC,-22.2763,166.4572,76.98,89,24,7.47,light rain
430,Caceres,ES,39.522,-6.3748,51.8,68,0,6.4,clear sky
431,Sofiyivka,UA,48.0493,33.8746,28.33,70,100,6.4,overcast clouds
432,Price,US,39.5994,-110.8107,40.41,40,0,3.44,clear sky
433,Lakhipur,IN,26.0299,90.3041,54.03,85,0,2.33,clear sky
434,Pulsano,IT,40.3821,17.3564,55.81,73,0,3.44,clear sky
435,Remanso,BR,-9.6179,-42.0831,88.95,42,42,9.17,scattered clouds
436,Karratha,AU,-20.7377,116.8463,84.33,71,100,6.78,overcast clouds
437,Sitges,ES,41.2351,1.8119,55.0,74,100,3.24,overcast clouds
438,Samoylovka,RU,51.184,43.7081,8.4,98,79,7.45,broken clouds
439,Pembroke,CA,45.8168,-77.1162,13.66,54,50,8.19,scattered clouds
440,Joao Pinheiro,BR,-17.7425,-46.1725,78.85,70,100,4.99,overcast clouds
441,Buraydah,SA,26.326,43.975,50.45,31,0,8.21,clear sky
442,Port Macquarie,AU,-31.4333,152.9167,62.56,73,86,14.47,overcast clouds
443,Medina Del Campo,ES,41.3124,-4.9141,43.54,62,0,9.86,clear sky
444,Petatlan,MX,17.5167,-101.2667,87.6,45,0,7.49,clear sky
445,Erice,IT,38.037,12.5865,48.56,88,40,8.05,scattered clouds
446,Jalu,LY,29.0331,21.5482,57.29,47,0,2.82,clear sky
447,Zhuhai,CN,22.2769,113.5678,60.06,77,40,12.66,scattered clouds
448,Kosikha,RU,53.3617,84.5822,14.77,96,93,4.61,overcast clouds
449,Rupert,US,42.6191,-113.6772,32.29,64,0,8.05,clear sky
450,Kloulklubed,PW,7.0419,134.2556,81.66,80,96,23.09,overcast clouds
451,Ambulu,ID,-8.345,113.6058,75.79,90,81,2.08,broken clouds
452,Pleasant Point,NZ,-44.2667,171.1333,53.28,97,100,1.5,overcast clouds
453,Namibe,AO,-15.1961,12.1522,74.03,69,100,11.56,overcast clouds
454,Kolokani,ML,13.5728,-8.0339,78.42,8,0,7.74,clear sky
455,Laguna,US,38.421,-121.4238,64.24,59,0,1.01,clear sky
456,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,20.71,few clouds
457,Verkhoyansk,RU,67.5447,133.385,-45.4,100,71,1.77,broken clouds
458,Canton,CN,23.1167,113.25,55.0,64,100,7.18,overcast clouds
459,Okhotsk,RU,59.3833,143.3,-8.39,70,0,12.3,clear sky
460,Toucheng,TW,24.8592,121.8233,59.45,88,100,10.09,overcast clouds
461,Priargunsk,RU,50.3691,119.1012,-10.43,94,100,4.52,overcast clouds
462,Balikpapan,ID,-1.2675,116.8289,77.99,100,20,4.61,few clouds
463,Miyazu,JP,35.5333,135.1833,31.46,83,100,9.35,snow
464,Outram,MY,1.2829,103.8379,78.93,85,75,11.5,light intensity shower rain
465,Ostrovnoy,RU,68.0531,39.5131,16.25,82,100,31.25,overcast clouds
466,Kanye,BW,-24.9667,25.3327,69.3,60,73,6.29,broken clouds
467,Khandyga,RU,62.6667,135.6,-44.19,100,88,2.21,overcast clouds
468,General Pico,AR,-35.6566,-63.7568,73.33,36,99,14.81,overcast clouds
469,Omagh,GB,54.6,-7.3,42.06,93,100,16.67,light rain
470,La Baule-Escoublac,FR,47.2922,-2.364,49.87,90,0,8.05,clear sky
471,Saquarema,BR,-22.92,-42.5103,87.82,81,49,11.39,scattered clouds
472,Vardo,NO,70.3705,31.1107,26.62,78,100,26.44,overcast clouds
473,Kyzyl-Suu,KG,42.3414,78.0056,11.89,57,0,14.61,clear sky
474,Mtambile,TZ,-5.3833,39.7,79.52,77,100,7.65,overcast clouds
475,Stornoway,GB,58.2093,-6.3865,35.56,82,40,5.01,snow
476,Atar,MR,20.5169,-13.0499,80.92,8,0,7.63,clear sky
477,Ishinomaki,JP,38.4167,141.3,28.54,66,34,16.28,scattered clouds
478,Mahanoro,MG,-19.9,48.8,80.67,68,100,21.61,overcast clouds
479,Mehamn,NO,71.0357,27.8492,22.48,83,5,22.17,clear sky
480,Taicheng,CN,38.731,113.228,21.34,31,12,3.69,few clouds
481,Lachi,PK,33.3833,71.3386,52.34,44,92,3.0,overcast clouds
482,Dwarka,IN,22.2394,68.9678,70.11,61,0,6.29,clear sky
483,Homer,US,59.6425,-151.5483,37.29,90,0,4.61,clear sky
484,Shakawe,BW,-18.3667,21.85,70.48,82,93,3.67,light rain
485,Tessalit,ML,20.1986,1.0114,68.68,11,0,8.61,clear sky
486,Nanzhou,CN,29.3596,112.4024,41.2,73,100,9.64,moderate rain
487,Ranong,TH,9.9658,98.6348,75.6,89,34,5.44,scattered clouds
488,Jinxiang,CN,27.4327,120.6062,45.68,69,100,15.52,overcast clouds
489,Eureka,US,40.8021,-124.1637,59.2,75,0,3.0,clear sky
490,Hailey,US,43.5196,-114.3153,24.66,68,0,4.61,clear sky
491,Kalmunai,LK,7.4167,81.8167,75.16,78,68,6.69,broken clouds
492,Koungou,YT,-12.7336,45.2042,83.91,79,75,11.5,broken clouds
493,Aksu,CN,41.1231,80.2644,24.44,54,100,2.91,overcast clouds
494,Yatou,CN,37.15,122.3833,29.03,53,99,13.2,overcast clouds
495,Sidrolandia,BR,-20.9319,-54.9614,88.59,50,100,10.04,overcast clouds
496,Mapastepec,MX,15.4333,-92.9,91.69,34,2,12.01,clear sky
497,Son La,VN,21.3167,103.9,51.3,98,100,3.38,overcast clouds
498,Broome,US,42.2506,-75.833,19.47,66,0,4.0,clear sky
499,Male,MV,4.1748,73.5089,82.35,78,75,4.61,broken clouds
500,Santa Cruz De Tenerife,ES,28.4682,-16.2546,68.88,45,0,4.0,clear sky
501,Kamina,CD,-8.7386,24.9906,63.32,95,50,2.21,light rain
502,Ust-Koksa,RU,50.2696,85.6108,-3.69,80,52,1.3,broken clouds
503,Xinxiang,CN,35.3089,113.8672,31.57,41,100,0.81,overcast clouds
504,Truro,GB,50.2653,-5.0544,51.57,87,75,24.16,broken clouds
505,Kasangulu,CD,-4.5911,15.1708,85.08,92,13,3.27,few clouds
506,Ust-Omchug,RU,61.15,149.6333,-25.13,85,75,4.07,broken clouds
507,Warren,US,39.4334,-84.1666,26.92,69,0,0.0,clear sky
508,Jiangyou,CN,31.7667,104.7167,39.9,97,100,3.51,light rain
509,Ketchikan,US,55.3422,-131.6461,44.58,87,100,11.5,light rain
510,Havoysund,NO,70.9963,24.6622,29.28,70,9,32.23,clear sky
511,Benghazi,LY,32.1167,20.0667,59.31,67,1,12.41,clear sky
512,Gelemso,ET,8.8167,40.5167,63.12,17,12,4.92,few clouds
513,Olafsvik,IS,64.8945,-23.7142,30.29,73,100,20.13,light snow
514,La Union,PE,-5.4,-80.75,89.87,37,8,14.47,clear sky
515,Empalme,MX,27.9667,-110.8167,77.34,29,0,10.36,clear sky
516,Tura,IN,25.5198,90.2201,49.86,91,1,1.72,clear sky
517,Kruisfontein,ZA,-34.0033,24.7314,67.89,83,45,19.66,scattered clouds
518,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,20,13.8,few clouds
519,Palauig,PH,15.435,119.9045,76.87,72,72,5.75,broken clouds
520,Marawi,PH,7.9986,124.2928,66.65,91,18,1.97,few clouds
521,Mareeba,AU,-17.0,145.4333,70.52,95,99,1.88,overcast clouds
522,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,79.65,78,99,10.67,light rain
523,Necochea,AR,-38.5473,-58.7368,64.04,72,100,23.11,overcast clouds
524,Soyo,AO,-6.1349,12.3689,78.21,84,94,9.4,light rain
525,Lieksa,FI,63.3167,30.0167,20.07,93,100,12.95,light snow
526,Concordia,AR,-31.393,-58.0209,88.81,27,0,16.2,clear sky
527,Agua Branca,BR,-5.8922,-42.6361,88.63,52,15,3.58,few clouds
528,Amahai,ID,-3.3333,128.9167,77.77,84,100,6.2,overcast clouds
529,Guiglo,CI,6.5456,-7.4966,88.52,33,82,2.98,broken clouds
530,Arcata,US,40.8665,-124.0828,58.19,78,0,4.61,clear sky
531,Roscommon,IE,53.6333,-8.1833,44.94,90,100,20.92,overcast clouds
532,Tete,MZ,-16.1564,33.5867,72.66,97,75,1.99,light rain
533,Plettenberg Bay,ZA,-34.0527,23.3716,69.06,83,6,13.78,clear sky
534,Zyryanka,RU,65.75,150.85,-40.88,100,52,3.47,broken clouds
535,Ternovskaya,RU,45.8542,40.4086,26.71,91,10,4.72,clear sky
536,Phangnga,TH,8.4509,98.5298,80.64,87,90,3.96,overcast clouds
537,Kadoma,JP,34.7333,135.5833,39.18,62,8,12.82,clear sky
538,Bodden Town,KY,19.2833,-81.25,84.2,64,20,7.0,few clouds
539,Ongandjera,NA,-17.8833,15.0667,76.33,37,100,1.32,overcast clouds
540,Urumqi,CN,43.801,87.6005,-1.25,85,93,2.24,mist
541,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,94.33,24,0,11.16,clear sky
542,Malpe,IN,13.35,74.7167,74.5,86,78,5.68,broken clouds
543,Manzhouli,CN,49.6,117.4333,-5.73,94,75,7.72,broken clouds
544,Kaihua,CN,23.3687,104.28,47.46,96,100,7.05,overcast clouds
545,Chum Phae,TH,16.5443,102.0992,67.96,62,60,2.89,broken clouds
546,Bonavista,CA,48.6499,-53.1147,39.11,99,100,6.78,snow
547,Seljord,NO,59.4894,8.634,38.61,99,100,5.79,light rain
548,Boden,SE,65.8252,21.6886,24.8,94,35,6.62,scattered clouds
549,Umtata,ZA,-31.5889,28.7844,61.05,98,100,5.7,light rain
550,Veraval,IN,20.9,70.3667,66.65,69,0,6.71,clear sky
551,Hope Mills,US,34.9704,-78.9453,48.52,35,0,5.01,clear sky
552,Diamond Bar,US,34.0286,-117.8103,71.06,17,0,1.01,clear sky
553,Floro,NO,61.5996,5.0328,40.96,87,40,21.85,light rain
554,Colac,AU,-38.3333,143.5833,61.16,80,78,9.84,broken clouds
555,Marquette,US,46.5333,-87.6335,15.33,54,100,10.92,light snow
556,Yinchuan,CN,38.4681,106.2731,19.56,29,100,7.78,overcast clouds
557,Tiarei,PF,-17.5333,-149.3333,82.42,72,9,20.29,clear sky
558,Rochefort,FR,45.9167,-1.0,44.85,92,2,5.91,clear sky
559,Ypsonas,CY,34.6884,32.9574,56.28,62,0,6.91,clear sky
560,Sonoita,MX,31.85,-112.8333,60.53,12,6,4.92,clear sky
561,El Dorado,US,38.7666,-120.5177,58.57,41,100,1.99,overcast clouds
562,Acarau,BR,-2.8856,-40.12,82.92,71,27,15.46,scattered clouds
563,Kenai,US,60.5544,-151.2583,27.09,93,100,9.22,overcast clouds
564,Ada,US,43.4166,-116.1262,36.46,73,0,8.99,clear sky
565,Northam,GB,51.0333,-4.2167,51.03,88,100,30.06,overcast clouds
566,Hohhot,CN,40.8106,111.6522,-0.11,65,0,6.71,clear sky
567,Catia La Mar,VE,10.6038,-67.0303,89.8,62,40,4.61,scattered clouds
568,Trofarello,IT,44.9837,7.7452,52.38,64,0,0.0,clear sky
569,Ixtapa,MX,20.7,-105.2,76.23,65,75,2.3,broken clouds
570,Shieli,KZ,44.1667,66.75,35.19,63,100,5.39,overcast clouds
571,Smoky Lake,CA,54.1169,-112.4686,31.48,93,100,10.67,overcast clouds
572,Ust-Ilimsk,RU,58.0006,102.6619,20.79,94,100,9.42,light snow
573,Port Hardy,CA,50.6996,-127.4199,44.76,87,75,4.61,broken clouds
574,Dryden,CA,49.7833,-92.7503,7.09,72,100,14.97,overcast clouds
575,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.58,63,100,2.21,moderate rain
576,Tayshet,RU,55.9342,98.0044,24.4,68,100,13.98,overcast clouds
577,Moba,CN,33.2288,105.0179,25.39,96,100,4.16,light snow
578,Tubinskiy,RU,52.8892,58.2225,8.74,99,100,5.26,overcast clouds
579,Palmeira,BR,-25.4294,-50.0064,74.62,90,96,6.69,moderate rain
580,Moron,AR,-34.6534,-58.6198,73.0,61,55,12.88,broken clouds
581,Mercedes,AR,-34.6515,-59.4307,72.84,62,64,18.95,broken clouds
582,Namuac,PH,18.6109,121.1657,72.81,85,100,18.32,overcast clouds
583,Kahului,US,20.8947,-156.47,78.06,75,20,6.91,few clouds
584,Dingle,PH,10.9995,122.6711,74.71,83,88,11.16,overcast clouds
585,Kudymkar,RU,59.0173,54.656,15.17,98,98,5.19,overcast clouds
586,Tortoli,IT,39.9256,9.6572,53.42,87,0,2.3,clear sky
587,Rodrigues Alves,BR,-7.738,-72.6509,86.2,53,45,6.06,scattered clouds
588,Geraldton,AU,-28.7667,114.6,73.81,94,100,3.44,overcast clouds
589,Marshfield,US,44.6689,-90.1718,13.44,62,75,14.97,broken clouds
590,Xining,CN,36.6167,101.7667,12.29,90,100,4.23,light snow
591,Ornskoldsvik,SE,63.2909,18.7153,12.02,100,79,3.44,broken clouds
592,Nacala,MZ,-14.5428,40.6728,77.14,85,99,6.4,overcast clouds
593,Hay River,CA,60.8156,-115.7999,-2.22,60,75,1.14,broken clouds
594,Setermoen,NO,68.861,18.3486,30.16,88,93,10.02,overcast clouds
595,Vedi,AM,39.9142,44.7222,31.95,53,0,6.98,clear sky
596,Luziania,BR,-16.2525,-47.9503,80.29,76,100,4.59,overcast clouds
597,Vinh,VN,18.6667,105.6667,59.45,80,100,4.81,overcast clouds
598,Moussoro,TD,13.6408,16.4901,68.43,13,0,13.06,clear sky
599,Luganville,VU,-15.5333,167.1667,78.75,86,93,5.3,overcast clouds
600,Santa Branca,BR,-23.3967,-45.8839,87.06,54,20,6.91,few clouds
601,Mersing,MY,2.4312,103.8405,80.51,83,100,13.8,overcast clouds
602,Saint-Francois,FR,46.4154,3.9054,36.68,91,0,2.3,clear sky
603,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,25.7,92,77,3.33,broken clouds
604,Bay Roberts,CA,47.5999,-53.2648,50.5,95,100,11.99,moderate rain
